match_id,radiant_win
6,0.821518833064
7,0.784938186009
10,0.187838400888
13,0.85714313333
16,0.227327020198
18,0.406144923828
19,0.537247171067
24,0.60344040835
33,0.183358087841
37,0.609882852948
41,0.181859466298
42,0.342125122831
55,0.216092819011
60,0.685309422803
62,0.579080641842
63,0.637284157036
64,0.0895925605923
71,0.503055908843
72,0.322517312834
83,0.47695551816
85,0.818237592535
89,0.932476207893
92,0.742926045714
100,0.95785651339
102,0.897924173142
108,0.562645322663
111,0.745636150765
126,0.198269302898
130,0.0538180200502
140,0.791926376314
141,0.286219202894
152,0.832322892375
153,0.786414630125
159,0.603290153266
160,0.58820315747
163,0.568080883761
178,0.538388590582
179,0.38866205372
181,0.699809360013
196,0.129594686049
206,0.0809284682859
209,0.552299751417
216,0.587157445749
228,0.102883227672
230,0.47197504656
242,0.723647890548
245,0.167045558629
261,0.493992028938
274,0.430616970627
282,0.741884578679
289,0.51047064204
296,0.0797241268721
297,0.611876912029
302,0.318792999568
304,0.0199182395673
313,0.783584752492
316,0.590315913908
317,0.445291885559
344,0.881865356447
348,0.74143021335
352,0.503511484405
354,0.540134102802
361,0.372998999384
362,0.235152600206
363,0.730694386443
365,0.400870357857
375,0.387898892334
380,0.371357015142
384,0.523933077984
394,0.782920134835
399,0.61170400391
404,0.72927887386
406,0.625922942561
430,0.165146748722
432,0.314856542944
443,0.410365816039
463,0.599559902995
467,0.550453350361
474,0.149720091097
488,0.273122929364
502,0.918607611098
503,0.239872295259
507,0.32030840285
508,0.453085044152
509,0.432469410152
516,0.36713150426
528,0.28173354192
542,0.61613815204
547,0.153204736753
552,0.562528398947
555,0.651498446166
561,0.634956923654
569,0.825011204605
575,0.955427652755
576,0.831907164537
582,0.147595828901
585,0.430140220439
586,0.532885619515
590,0.775839714322
592,0.256579679025
598,0.414506833096
599,0.271197498147
600,0.725181981372
601,0.568877110667
603,0.319021922891
617,0.492861886428
628,0.552684755712
634,0.144435979079
635,0.296138530476
639,0.477819554607
644,0.655901595079
646,0.727907723202
650,0.0776967805048
659,0.81173717214
663,0.344860741613
668,0.659738766203
670,0.404005920482
678,0.407206308879
679,0.250523489292
686,0.828905790244
694,0.273032602837
696,0.890729105899
702,0.887662031495
709,0.397730325098
712,0.303829691405
723,0.257426466012
729,0.466842929036
733,0.753676622882
735,0.382195334661
737,0.410654847641
749,0.712979707511
752,0.455406623381
767,0.890975378245
771,0.15089844014
778,0.458027200432
780,0.747144806392
790,0.5694137165
797,0.322421401283
802,0.31427118876
805,0.714283492997
807,0.71890090103
808,0.863637107118
811,0.361879623973
815,0.152446305478
820,0.793524022507
838,0.166061754655
861,0.137158182899
886,0.264879934978
889,0.124762398842
904,0.658551827819
913,0.458514197433
928,0.778661615592
931,0.628666873086
932,0.731657947587
945,0.746932087022
953,0.838600302364
955,0.410462803783
970,0.496844601398
972,0.403825905532
978,0.581670705112
982,0.778948575395
983,0.740103862337
984,0.370249504648
987,0.514635837887
1000,0.616170021176
1006,0.546022927358
1014,0.758030878163
1030,0.548610516837
1037,0.703583182114
1044,0.599607730964
1046,0.827575296859
1048,0.444819770379
1053,0.871869433971
1057,0.715776331658
1077,0.896798833237
1085,0.962845426878
1087,0.716820135141
1088,0.745748310975
1096,0.126838078698
1098,0.958490770608
1100,0.124454811994
1113,0.688345939816
1119,0.771995225571
1127,0.512171763315
1142,0.347858849784
1148,0.284903520189
1157,0.200349508816
1158,0.762006130286
1163,0.441321460851
1167,0.707833319723
1168,0.321391840697
1181,0.0593920910692
1183,0.226316300159
1191,0.56597971517
1192,0.158589878381
1198,0.757252536746
1216,0.143832653493
1218,0.706611750661
1221,0.964564910396
1222,0.373320610004
1225,0.160428719726
1226,0.443759134867
1230,0.25864898743
