match_id,radiant_win
6,0.723779665286
7,0.728889922218
10,0.28444435563
13,0.880495643738
16,0.22366816323
18,0.539812581652
19,0.638586687031
24,0.573489021397
33,0.163726803205
37,0.497378028234
41,0.303507825566
42,0.507965525308
55,0.288379729602
60,0.66369598805
62,0.646598502859
63,0.548132599942
64,0.29986819483
71,0.494006961974
72,0.45210657305
83,0.525847121498
85,0.803407741863
89,0.839191859965
92,0.710270598277
100,0.91191897902
102,0.82700707547
108,0.628519670344
111,0.786570889041
126,0.194860071674
130,0.0593036460394
140,0.82018309503
141,0.439023685875
152,0.720113743077
153,0.561535230321
159,0.607970252892
160,0.592202399595
163,0.695307602643
178,0.568243132132
179,0.534343190349
181,0.665178848312
196,0.231996907074
206,0.11081319854
209,0.556370508689
216,0.466583469976
228,0.287219453737
230,0.359538005711
242,0.79448843706
245,0.191500195406
261,0.455218410246
274,0.438894296109
282,0.664650435573
289,0.423997097159
296,0.11296794613
297,0.606708332281
302,0.409161992403
304,0.0847080110176
313,0.741805946033
316,0.633273595168
317,0.514715694536
344,0.625884025522
348,0.559697470436
352,0.47803627256
354,0.532052957597
361,0.467522463786
362,0.5128332058
363,0.788073310684
365,0.419338848725
375,0.510045191652
380,0.38310372262
384,0.585976798086
394,0.695735948784
399,0.553108748562
404,0.794151855148
406,0.654173325267
430,0.175551628492
432,0.300544398057
443,0.477807760818
463,0.517828609268
467,0.642718564021
474,0.372840128498
488,0.370476062131
502,0.854562056181
503,0.216182244132
507,0.278418342551
508,0.315968760282
509,0.37309097031
516,0.44871825174
528,0.275147226457
542,0.68501366228
547,0.280470812302
552,0.666876626027
555,0.632052110434
561,0.724041719937
569,0.703563121842
575,0.909368177939
576,0.801480284785
582,0.189594160353
585,0.469088935539
586,0.516941787554
590,0.789171790181
592,0.322810915849
598,0.354441711889
599,0.290391120851
600,0.704839288361
601,0.451353373519
603,0.36710463478
617,0.591776174042
628,0.57859169839
634,0.224284399756
635,0.281135331987
639,0.309520618191
644,0.722385768488
646,0.684581143406
650,0.116937268503
659,0.794610093989
663,0.522316987084
668,0.659657335623
670,0.391692102575
678,0.563354374841
679,0.282834482061
686,0.809230910579
694,0.227897762143
696,0.796428382787
702,0.849195345359
709,0.371241753429
712,0.451395863771
723,0.172951629358
729,0.386464680081
733,0.835963558999
735,0.450473141114
737,0.33668507319
749,0.595673729162
752,0.592865150612
767,0.859489309558
771,0.232062774626
778,0.583823156494
780,0.686965243546
790,0.372727223706
797,0.373616884789
802,0.371125849363
805,0.656754415642
807,0.757515072762
808,0.680620734115
811,0.295290995536
815,0.290523000442
820,0.78270020797
838,0.181068806289
861,0.15013107994
886,0.243834766553
889,0.244155245051
904,0.550265959683
913,0.736509031179
928,0.609292782541
931,0.484961075293
932,0.448567310131
945,0.632107595475
953,0.762085930366
955,0.541889821373
970,0.527488338787
972,0.438554600035
978,0.605832748664
982,0.67291586421
983,0.704445587556
984,0.282019239716
987,0.47810652001
1000,0.408932735106
1006,0.561692723045
1014,0.668275157701
1030,0.670925851567
1037,0.735189228022
1044,0.691553996353
1046,0.79477700925
1048,0.421774170223
1053,0.748029878447
1057,0.4841236305
1077,0.821003634319
1085,0.944155259764
1087,0.836946720966
1088,0.628767196717
1096,0.15017595981
1098,0.913479515963
1100,0.157326631318
1113,0.722041844181
1119,0.741585115896
1127,0.471347769763
1142,0.352025523643
